file_id,filename,file_size_kb,file_size_mb,slide_count,word_count,avg_words_per_slide,file_extension
575,TUZQNZVOYSS2TQIQHYHQ3TA5MDNAHRTM.ppt,708.5,0.69,8,360,45.0,.ppt
576,TVFKQHOT6QZXCR7FJ7ITHVWVMUE2SAWV.ppt,3560.5,3.48,17,1530,90.0,.ppt
577,U2T2DME4XGKNDNNKOLOMQJKJ74NWLQGH.ppt,184.0,0.18,6,120,20.0,.ppt
578,U4NQEC6F4PRPOIRB2GCFWHJUFDZSRSPL.ppt,3627.0,3.54,18,1620,90.0,.ppt
579,U5GPNZ6ECMZ6KVJ6TCFUSPM2CPD3GX3B.pptx,3310.533203125,3.23,7,19,2.7142857142857144,.pptx
580,UBFZKASD5THSGM4SSWO4B6QARFDMC64K.ppt,1513.0,1.48,12,780,65.0,.ppt
581,UCPU3NMHWZR3EKHMWOD2A7MOWJH72RED.ppt,297.0,0.29,3,135,45.0,.ppt
582,UEI7X64OPL2UECKUFX2NGHELELEPQS5T.ppt,213.2958984375,0.21,7,140,20.0,.ppt
583,UGSD4VFFKJXTTIYOERHOUS2GNLUDHKCH.ppt,1117.0,1.09,9,585,65.0,.ppt
584,UHXGD7E2QR5GHG3JT2WXTDK62X5ZNNI3.ppt,4563.5,4.46,22,1980,90.0,.ppt
585,UJH777XBAORQSTLSJBW2XHBTU4RKPUM5.ppt,3935.0,3.84,19,1710,90.0,.ppt
586,UJHHC4VLP76BW27ZFE5ZUQC4MLQQ2LCY.ppt,114.0,0.11,3,60,20.0,.ppt
587,ULB2MU233CYEIQVGT6QHBZVTD64Y7MT7.ppt,11802.5,11.53,59,5310,90.0,.ppt
588,ULCSUYIKFJAYSY72KKJ3YTSUBQRG6FET.ppt,1014.0,0.99,8,520,65.0,.ppt
589,ULFUUEBZ7CWKGYZKF3D6J4NYJ7GMS4U3.ppt,9768.5,9.54,48,4320,90.0,.ppt
590,URDWJN4AFWGIEMFZTEZRAOOYKQZ5A5DJ.ppt,40625.0,39.67,203,18270,90.0,.ppt
591,URSN5OT7GV3BN5LSHN3FNTHK2K5TQZBD.ppt,449.5,0.44,5,225,45.0,.ppt
592,USRZA46APWYEGNWAXGCBQDNF7FGAEOKH.ppt,488.0,0.48,6,270,45.0,.ppt
593,UTNDHJCEBQ2YCXQ6FQKV7T55KUR6GKEO.ppt,1123.5,1.1,9,585,65.0,.ppt
594,UTP56P6U73MSF44PXT7DM33PUIVIX537.ppt,529.5,0.52,6,270,45.0,.ppt
595,UU5L7UGDEX22RHNIQBPO45ODFWF2XAXU.ppt,27905.5,27.25,139,12510,90.0,.ppt
596,UUCUNYG2D5WALIAUB3L4JT63VRERRE46.ppt,7155.5,6.99,35,3150,90.0,.ppt
597,UVMRYO6AX45DBOP5S7GY6HD3IEIFPYCE.ppt,3432.0,3.35,17,1530,90.0,.ppt
598,UWIMM6V2RVA6ZYHYMPOFU6GBV32PNNKP.ppt,5127.5,5.01,25,2250,90.0,.ppt
599,UXGG2DFANDFTIZTYHITLQOJSZTRMBF5J.ppt,1898.5,1.85,15,975,65.0,.ppt
600,UXUYOXKDPNKUCTEE767M7P5KPE7WSXCC.ppt,479.5,0.47,5,225,45.0,.ppt
601,UZNCGLL6HFZSUDULGQYAK7NZLXKATWVR.ppt,3663.0,3.58,18,1620,90.0,.ppt
602,UZYYNEUL6WK246F4HF4FHTWMFQM2GHUF.ppt,386.5,0.38,4,180,45.0,.ppt
603,V3GIVQBZKJWYREVEQPM4EEHFD4A66UN7.ppt,2258.5,2.21,18,1170,65.0,.ppt
604,V5FZ7RGTZE2EFRHKSAPPIWWB6MU5ZBES.ppt,12874.0,12.57,64,5760,90.0,.ppt
605,V5VZXPRJHDB5KFBHIKBO46KFH4AOQDP7.ppt,649.0,0.63,8,360,45.0,.ppt
606,V6NDMGXUX3IOQXQTBR4QTZH2IISSOOJR.ppt,2728.0,2.66,22,1430,65.0,.ppt
607,VAAKUEKAFLG2QBE2VD4IM47NLNBMMKOH.ppt,1608.0,1.57,13,845,65.0,.ppt
608,VBQ6BXAZYZEVP7H4P6RBBQUOMUK53DZ2.ppt,409.0,0.4,5,225,45.0,.ppt
609,VD773MKFIQ2737JABH34KLFUS7CPBGOC.ppt,83.0224609375,0.08,2,40,20.0,.ppt
610,VDRFEWFXKKIQJ4YESYJA4PYVPY33AOSX.ppt,804.0,0.79,10,450,45.0,.ppt
611,VFTVWF7Q3TUGKYT34JQUBYV7AXL5WLUT.ppt,2088.0,2.04,17,1105,65.0,.ppt
612,VHCCF7YWVF5ECS4D7LFOJWOV54Y6YDPZ.ppt,0.4365234375,0.0,1,20,20.0,.ppt
613,VIDRJW6O3QVGGX6R5ZQD6UWQ4FLR3CS6.ppt,11780.5,11.5,58,5220,90.0,.ppt
614,VINSR62DLS4NFDTJLOXUBR66RTZD7SXD.ppt,872.0,0.85,10,450,45.0,.ppt
615,VJEWZWJV45WGMYTCM6NWKLQOGHZXT6G2.ppt,109.5,0.11,3,60,20.0,.ppt
616,VM62BRM7HEVIS32UIYGJN4STTYVHGZPI.ppt,152.0,0.15,5,100,20.0,.ppt
617,VRJEQMVUVFLXIW2RUB6PQ5MS5Z6Q23LL.ppt,398.0,0.39,4,180,45.0,.ppt
618,VRM7P5HVCLFACA7YAZO7TYBDY3I4FGBE.ppt,144.0,0.14,4,80,20.0,.ppt
619,VS2QAGPBWEQJKNPDW6AJXAHVX4YPWGFZ.ppt,2650.0,2.59,22,1430,65.0,.ppt
620,VU2NK5RSXVP3U2CWI3TIOA7S7LGFBHJ3.ppt,586.0,0.57,7,315,45.0,.ppt
621,VYOANRWZHCASYEX4N5ET3RGGZU2I3B4N.ppt,708.5,0.69,8,360,45.0,.ppt
622,VZA2KSAD5VZMYMOURZTSC334OQFLA2LU.ppt,872.5,0.85,10,450,45.0,.ppt
623,VZUHQGJXCAS5XBSKCJHMGDQ467YUYSLF.ppt,1642.5,1.6,13,845,65.0,.ppt
624,W2KIK3JD4OOFSE3YCDZCS4WTUAPTFUIK.ppt,83.376953125,0.08,2,40,20.0,.ppt
625,W4MU2JZJT2WGZI6GWSFLCZRMIS4VU6LN.ppt,611.5,0.6,7,315,45.0,.ppt
626,W4OSUB7M7RM57KONYWE5Q5RYFNH2IM2K.ppt,1244.0,1.21,10,650,65.0,.ppt
627,W6UNLI33EL2GSRPYTV2X3WE25IEZUS6Q.ppt,182.5,0.18,6,120,20.0,.ppt
628,W7SCM3PEFGQVRNI25FOVCC26VAVV2CSQ.ppt,28878.0,28.2,144,12960,90.0,.ppt
629,WAWYVOZSZZY2MKUCZTOSQ546B73UEAAI.ppt,468.5,0.46,5,225,45.0,.ppt
630,WCQKOX2NA2PIQND6FN4PNANO4QAX63TE.ppt,799.0,0.78,9,405,45.0,.ppt
631,WCUFS7LRDSH2XIWXGG6KYOCBL4J63D5L.ppt,210.5,0.21,7,140,20.0,.ppt
632,WMRXHWMOMLH5S7VMLKG2UN5Z4PZ2DVPG.ppt,61.0,0.06,2,40,20.0,.ppt
633,WMT673Y3PWSXGKQ42DGCPVWADIUPPXWX.ppt,254.0,0.25,8,160,20.0,.ppt
634,WQRPIRMRRFSYQVF433VFAW564SP66XUP.ppt,10602.0,10.35,53,4770,90.0,.ppt
635,WSL4SCSGV6MM6KW6F5ZNZVDNSKIAGRQM.ppt,927.0,0.91,11,495,45.0,.ppt
636,WVUPASSECRU44RMFSWEYLPWGMWW4AOPR.ppt,75.5,0.07,2,40,20.0,.ppt
637,WYKP37FXTO6IO4BPOZ5LB7MH4KQA5LQK.ppt,95.0,0.09,3,60,20.0,.ppt
638,WYU6E6JAVZEXBU6WCDSXH6UYBV5PUPMF.ppt,118.0,0.12,3,60,20.0,.ppt
639,X4NIP7YVZMCO25D56KEHOLCD2V2VRHT7.ppt,998.5,0.98,8,520,65.0,.ppt
640,X7DMK35HQABNPUT5I2KD7C6KDEJ7DHAC.ppt,32962.0,32.19,164,14760,90.0,.ppt
641,XAEZPG2UUZ3VJEQSKFTLJT6YCZGWFU27.ppt,3666.0,3.58,18,1620,90.0,.ppt
642,XAVJ7QI6SWBULHLCTR5W2LN6YSC2BI2R.ppt,10255.0,10.01,51,4590,90.0,.ppt
643,XAZOWQDYUFT7XSUZEVXDEYXY3OQMWDIH.ppt,1009.0,0.99,8,520,65.0,.ppt
644,XHLMLY4TZW7LORKF3VDXB7FSW7QY3FHY.ppt,395.0,0.39,4,180,45.0,.ppt
645,XHSKH4RAGPACPHNCWL466QKB6DAJRRKF.ppt,71042.57421875,69.38,355,31950,90.0,.ppt
646,XI576LXFT6A62FRN67D4VFZQ6WXNZLS3.ppt,245.5,0.24,8,160,20.0,.ppt
647,XIBX275IDMQVRROLZOZ5GAMIKJZHKV4J.ppt,3498.5,3.42,17,1530,90.0,.ppt
648,XJL3PMQKPYXGJ2XE6DCU2XBEB67HQAJP.ppt,197.5,0.19,6,120,20.0,.ppt
649,XJXUGZ467OJNAGFX7G4HSIHXVAYDTWGD.ppt,22633.5,22.1,113,10170,90.0,.ppt
650,XKXYNFJRFQNXRE2UA3XLYEII3IG5Q6WF.ppt,877.5,0.86,10,450,45.0,.ppt
651,XLYJN7QCGRPSMAIWF3UCL6WOCA6BOAJF.ppt,1248.5,1.22,10,650,65.0,.ppt
652,XMRMYANBU4BU4NMMU3KLBXQKXWZKEYD7.ppt,2155.5,2.1,17,1105,65.0,.ppt
653,XN4MQWCOOP453QKC5F6Q22BIEMPJ64ND.ppt,19467.0,19.01,97,8730,90.0,.ppt
654,XNVIR7EDE4AHPLRSLS74U7KPJ3WCYO6T.pps,25126.5,24.54,125,11250,90.0,.pps
655,XPQBN7LI5TFOJPVTS3KXIUAELRGWETCK.ppt,2748.5,2.68,22,1430,65.0,.ppt
656,XQE53UJLFKVQPLEVUKWQ7IQRN5DRVAET.ppt,1094.5,1.07,9,585,65.0,.ppt
657,XQO4X4J3MROM4SXDDZMGDUX66B44IJCM.ppt,579.0,0.57,7,315,45.0,.ppt
658,XSMKF3UTT63YKKKMVIKJCF5U5UKE7MAA.ppt,2646.0,2.58,22,1430,65.0,.ppt
659,XSUSS2GJ27FRRGI56J3ZGP6U42CA6U7U.ppt,1474.0,1.44,12,780,65.0,.ppt
660,XUKCAFSW2NKFTSCGQ72KBYPQDMAQ2I6A.ppt,795.0,0.78,9,405,45.0,.ppt
661,XV5VHLV4TYTDIPNWXLE62OZIO2FZ3EK2.ppt,264.0,0.26,8,160,20.0,.ppt
662,XW2DG3J333VRYRUTGOGG75U645JVPPIG.ppt,62.0,0.06,2,40,20.0,.ppt
663,Y2LTADAVHX5WL5RMXQUY2IWDDCOHER55.ppt,6482.5,6.33,32,2880,90.0,.ppt
664,Y2P4Z5QANJE2JZ2XAB6POKN4TTZN6SIT.ppt,76.5,0.07,2,40,20.0,.ppt
665,Y5WNL3GSUYPQYQJYWKZOJSQNDNPN6H6Q.ppt,55.5,0.05,1,20,20.0,.ppt
666,YAQARSTF4MY2JDJY6KLP3HXNZ3X5F7MK.ppt,1034.5,1.01,8,520,65.0,.ppt
667,YB5XBOGNR7BS63S233MDJCJNNR6ZIVJ5.ppt,787.5,0.77,9,405,45.0,.ppt
668,YDVCWJ3RLQYR6NSGD3AOP34K5FMD7MNF.ppt,1107.5,1.08,9,585,65.0,.ppt
669,YEADIZZGVFFDILX6DGLGC2JY3VZBRJJB.ppt,1871.0,1.83,15,975,65.0,.ppt
670,YEHQ5Q2A3RHOOPWCET5AQJMSJUVEPOIQ.ppt,65.5,0.06,2,40,20.0,.ppt
671,YK2N7NUJ2VRDWQA2IPKO4HH2YAP62W56.ppt,28.0,0.03,1,20,20.0,.ppt
672,YK4DQHCX2B5CZKSI5XI5Z53TOZQOS3E4.ppt,1375.5,1.34,11,715,65.0,.ppt
673,YKTNLU6XPL7TGFATGGCBV6WNACLYB3HX.ppt,1343.5,1.31,11,715,65.0,.ppt
674,YSNUHODEYHVLMVMJBGYUKPNKY26DUL53.ppt,8153.0,7.96,40,3600,90.0,.ppt
675,YUIY4BO7PSOS3T2Z3KYVXD5PUTC66OSW.ppt,13781.5,13.46,68,6120,90.0,.ppt
676,YXSE77NHYE2AJEDANSEEX6C4F5HPOQQF.ppt,2990.0,2.92,24,1560,65.0,.ppt
677,YYKJWO5IRBRA3PQKTQHF4PX4AM5EBSER.ppt,219.0,0.21,7,140,20.0,.ppt
678,Z2CVHGIZ6XDS6PHECAQRGDLTJ4TJ4KTE.ppt,1464.0,1.43,12,780,65.0,.ppt
679,Z2V2VLZDSI5PSGZTKCYV46EI7SUIHNGL.ppt,23493.0,22.94,117,10530,90.0,.ppt
680,Z35OHN6QNXPMY6RF4BL6T2KAUOROXNU4.ppt,0.0,0.0,1,20,20.0,.ppt
681,Z5E5PEG6RPCU3RE2ZSJJLIF45Q33JMKM.ppt,391.5,0.38,4,180,45.0,.ppt
682,Z6MTI2ZWTYIKEMOFKFCST3D47KFC3QXA.ppt,118.5,0.12,3,60,20.0,.ppt
683,ZCHH4NKKCSTV42S4JMBMSENQ53JJ6A4U.ppt,146.5,0.14,4,80,20.0,.ppt
684,ZCHSJL6U4PW4C25HRL2FKBVUWLQEDCLH.ppt,1332.5,1.3,11,715,65.0,.ppt
685,ZE3VQUPP5HT2G7WLP4TYW4PS4VKBWODK.ppt,164.5,0.16,5,100,20.0,.ppt
686,ZEUFEYSADSFD4OVQU4B5YUR3OIXIFP4A.ppt,904.0,0.88,11,495,45.0,.ppt
687,ZHBQ2HPTAOSZ5O66BACME3JD5JKGINXW.ppt,4953.5,4.84,24,2160,90.0,.ppt
688,ZHQWHNJPOHWMLGHLWGBT5JGFLT6P6S4M.ppt,142.5,0.14,4,80,20.0,.ppt
689,ZKRGEK4CSV7CCQIGRNQRQDYH7VBXY3MM.ppt,366.5,0.36,4,180,45.0,.ppt
690,ZKVPHRCDEA7GWJ3LE4W3MZL4EP27L7FN.ppt,4286.5,4.19,21,1890,90.0,.ppt
691,ZLMBJZMGT3G5FXPKBC2DTSQYGRWQS56H.ppt,1157.0,1.13,9,585,65.0,.ppt
692,ZMINGSMYCZJQ2Y42PNFCM4PETNTOB3FT.ppt,5439.0,5.31,27,2430,90.0,.ppt
693,ZP7CNKGDBD2A64D2Y7BB456CGY665UVX.ppt,613.5,0.6,7,315,45.0,.ppt
694,ZQL52XHMYHRPIVMQAAD37M2XF3EGYOKP.ppt,1377.5,1.35,11,715,65.0,.ppt
695,ZRF6BE7FGBO6P7IXPVCKNUWISYQKGMJP.ppt,350.5,0.34,4,180,45.0,.ppt
696,ZTX6EMAXWTLFII2IVAYE7TO2ORY2GAZB.ppt,2409.0,2.35,20,1300,65.0,.ppt
697,ZWRR5ASRZI45L4R7QV7MLKIN3RH2GAHU.ppt,111.0,0.11,3,60,20.0,.ppt
698,ZXF4FVL5F2UJ4RSAXTSZU36IFZJFWRVF.ppt,15950.5,15.58,79,7110,90.0,.ppt
